signal_idx,entry_time,date,strategy,direction,reason,level,spread_moves,body_moves,recent_moves,entry,stop,target,exit_price,exit_time,outcome,pnl_moves,hold_minutes,ambiguous_same_candle
2791,2026-06-04 07:34:00+03:00,2026-06-04,Fast Impulse Breakout,BUY,Break above 20m high + 30.5 moves impulse,1.16074,1.0,19.0,30.5,1.16091,1.16073,1.16116,1.16116,2026-06-04 07:45:00+03:00,WIN,25.0,11,False
2797,2026-06-04 07:40:00+03:00,2026-06-04,Fast Reversal,BUY,Rise 35.5 moves from recent low + green candle,1.16068,5.0,12.5,11.0,1.16106,1.16088,1.16131,1.16088,2026-06-04 07:51:00+03:00,LOSS,-18.0,11,False
2857,2026-06-04 08:40:00+03:00,2026-06-04,Fast Reversal,BUY,Rise 25.5 moves from recent low + green candle,1.16053,4.0,11.5,16.0,1.16081,1.16063,1.16106,1.16099,2026-06-04 09:00:00+03:00,WIN,18.0,20,False
2878,2026-06-04 09:01:00+03:00,2026-06-04,Fast Reversal,BUY,Rise 26.5 moves from recent low + green candle,1.1609,5.0,14.5,20.0,1.16119,1.16101,1.16144,1.16101,2026-06-04 09:06:00+03:00,LOSS,-18.0,5,False
2884,2026-06-04 09:07:00+03:00,2026-06-04,Fast Reversal,BUY,Rise 28.0 moves from recent low + green candle,1.1609,2.0,15.0,2.5,1.16119,1.16101,1.16144,1.16101,2026-06-04 09:19:00+03:00,LOSS,-18.0,12,False
2891,2026-06-04 09:14:00+03:00,2026-06-04,Fast Reversal,BUY,Rise 24.5 moves from recent low + green candle,1.16099,3.0,11.0,9.0,1.16125,1.16107,1.1615,1.16107,2026-06-04 09:18:00+03:00,LOSS,-18.0,4,False
2896,2026-06-04 09:19:00+03:00,2026-06-04,Fast Reversal,SELL,Drop 29.0 moves from recent high + red candle,1.16129,2.0,10.0,23.0,1.16099,1.16117,1.16074,1.16074,2026-06-04 09:24:00+03:00,WIN,25.0,5,False
2902,2026-06-04 09:25:00+03:00,2026-06-04,Fast Reversal,BUY,Rise 23.0 moves from recent low + green candle,1.16071,4.0,11.0,4.0,1.16096,1.16078,1.16121,1.16121,2026-06-04 09:33:00+03:00,WIN,25.0,8,False
2909,2026-06-04 09:32:00+03:00,2026-06-04,Fast Reversal,BUY,Rise 44.0 moves from recent low + green candle,1.16071,4.0,12.5,20.0,1.16117,1.16099,1.16142,1.16142,2026-06-04 09:36:00+03:00,WIN,25.0,4,False
2916,2026-06-04 09:39:00+03:00,2026-06-04,Fast Reversal,BUY,Rise 59.0 moves from recent low + green candle,1.16086,5.0,9.0,18.5,1.16148,1.1613,1.16173,1.1613,2026-06-04 09:41:00+03:00,LOSS,-18.0,2,False
2922,2026-06-04 09:45:00+03:00,2026-06-04,Fast Reversal,SELL,Drop 29.5 moves from recent high + red candle,1.16151,1.0,8.5,17.5,1.16121,1.16139,1.16096,1.16096,2026-06-04 09:47:00+03:00,WIN,25.0,2,False
2930,2026-06-04 09:53:00+03:00,2026-06-04,Fast Reversal,BUY,Rise 24.5 moves from recent low + green candle,1.16087,1.0,16.5,16.0,1.16112,1.16094,1.16137,1.16094,2026-06-04 09:57:00+03:00,LOSS,-18.0,4,False
2935,2026-06-04 09:58:00+03:00,2026-06-04,Fast Reversal,BUY,Rise 23.5 moves from recent low + green candle,1.16079,3.0,23.0,8.0,1.16104,1.16086,1.16129,1.16104,2026-06-04 10:18:00+03:00,FLAT,0.0,20,False
2957,2026-06-04 10:20:00+03:00,2026-06-04,Fast Impulse Breakout,SELL,Break below 20m low + 33.5 moves impulse,1.16092,4.0,33.5,33.5,1.16074,1.16092,1.16049,1.16049,2026-06-04 10:27:00+03:00,WIN,25.0,7,False
2962,2026-06-04 10:25:00+03:00,2026-06-04,Fast Reversal,SELL,Drop 56.0 moves from recent high + red candle,1.16116,4.0,14.5,15.0,1.16058,1.16076,1.16033,1.16033,2026-06-04 10:37:00+03:00,WIN,25.0,12,False
2973,2026-06-04 10:36:00+03:00,2026-06-04,Fast Impulse Breakout,SELL,Break below 20m low + 34.0 moves impulse,1.16037,2.0,18.0,34.0,1.16034,1.16052,1.16009,1.16009,2026-06-04 10:39:00+03:00,WIN,25.0,3,False
2981,2026-06-04 10:44:00+03:00,2026-06-04,Fast Reversal,BUY,Rise 30.5 moves from recent low + green candle,1.15985,3.0,13.0,7.0,1.16017,1.15999,1.16042,1.15999,2026-06-04 10:47:00+03:00,LOSS,-18.0,3,False
2986,2026-06-04 10:49:00+03:00,2026-06-04,Fast Reversal,BUY,Rise 44.0 moves from recent low + green candle,1.15985,6.0,9.0,14.5,1.16032,1.16014,1.16057,1.16014,2026-06-04 10:54:00+03:00,LOSS,-18.0,5,False
2992,2026-06-04 10:55:00+03:00,2026-06-04,Fast Reversal,BUY,Rise 31.0 moves from recent low + green candle,1.15999,3.0,9.5,5.5,1.16032,1.16014,1.16057,1.16057,2026-06-04 11:03:00+03:00,WIN,25.0,8,False
2999,2026-06-04 11:02:00+03:00,2026-06-04,Fast Impulse Breakout,BUY,Break above 20m high + 26.0 moves impulse,1.16046,4.0,16.5,26.0,1.16058,1.1604,1.16083,1.16074,2026-06-04 11:22:00+03:00,WIN,16.0,20,False
3013,2026-06-04 11:16:00+03:00,2026-06-04,Fast Reversal,BUY,Rise 24.5 moves from recent low + green candle,1.16044,3.0,13.0,15.0,1.1607,1.16052,1.16095,1.16095,2026-06-04 11:27:00+03:00,WIN,25.0,11,False
3018,2026-06-04 11:21:00+03:00,2026-06-04,Fast Reversal,BUY,Rise 31.5 moves from recent low + green candle,1.16044,3.0,10.0,6.5,1.16077,1.16059,1.16102,1.16102,2026-06-04 11:27:00+03:00,WIN,25.0,6,False
3023,2026-06-04 11:26:00+03:00,2026-06-04,Fast Reversal,BUY,Rise 31.0 moves from recent low + green candle,1.16059,3.0,8.0,14.5,1.16092,1.16074,1.16117,1.16117,2026-06-04 11:30:00+03:00,WIN,25.0,4,False
3028,2026-06-04 11:31:00+03:00,2026-06-04,Fast Reversal,SELL,Drop 39.5 moves from recent high + red candle,1.16141,3.0,38.0,9.5,1.161,1.16118,1.16075,1.16118,2026-06-04 11:32:00+03:00,LOSS,-18.0,1,False
3034,2026-06-04 11:37:00+03:00,2026-06-04,Fast Reversal,SELL,Drop 61.5 moves from recent high + red candle,1.16141,1.0,16.5,30.5,1.16079,1.16097,1.16054,1.16097,2026-06-04 11:47:00+03:00,LOSS,-18.0,10,False
3043,2026-06-04 11:46:00+03:00,2026-06-04,Fast Reversal,BUY,Rise 23.5 moves from recent low + green candle,1.16068,3.0,11.0,10.0,1.16093,1.16075,1.16118,1.16118,2026-06-04 11:55:00+03:00,WIN,25.0,9,False
3051,2026-06-04 11:54:00+03:00,2026-06-04,Fast Reversal,BUY,Rise 29.5 moves from recent low + green candle,1.16074,4.0,8.5,11.0,1.16106,1.16088,1.16131,1.16131,2026-06-04 11:56:00+03:00,WIN,25.0,2,False
3057,2026-06-04 12:00:00+03:00,2026-06-04,Fast Reversal,BUY,Rise 55.0 moves from recent low + green candle,1.16091,1.0,13.0,20.0,1.16146,1.16128,1.16171,1.16171,2026-06-04 12:03:00+03:00,WIN,25.0,3,False
3068,2026-06-04 12:11:00+03:00,2026-06-04,Fast Reversal,BUY,Rise 49.0 moves from recent low + green candle,1.16146,2.0,8.5,12.5,1.16196,1.16178,1.16221,1.16221,2026-06-04 12:21:00+03:00,WIN,25.0,10,False
3079,2026-06-04 12:22:00+03:00,2026-06-04,Fast Reversal,SELL,Drop 25.0 moves from recent high + red candle,1.16224,2.0,16.0,2.0,1.16198,1.16216,1.16173,1.16216,2026-06-04 12:24:00+03:00,LOSS,-18.0,2,False
3084,2026-06-04 12:27:00+03:00,2026-06-04,Fast Reversal,BUY,Rise 24.0 moves from recent low + green candle,1.16195,4.0,10.5,18.5,1.16221,1.16203,1.16246,1.16203,2026-06-04 12:30:00+03:00,LOSS,-18.0,3,False
3089,2026-06-04 12:32:00+03:00,2026-06-04,Fast Reversal,BUY,Rise 33.0 moves from recent low + green candle,1.16193,3.0,15.0,5.5,1.16227,1.16209,1.16252,1.16252,2026-06-04 12:37:00+03:00,WIN,25.0,5,False
3094,2026-06-04 12:37:00+03:00,2026-06-04,Fast Impulse Breakout,BUY,Break above 20m high + 32.0 moves impulse,1.16246,3.0,39.0,32.0,1.1626,1.16242,1.16285,1.16242,2026-06-04 12:48:00+03:00,LOSS,-18.0,11,False
3104,2026-06-04 12:47:00+03:00,2026-06-04,Fast Reversal,SELL,Drop 27.0 moves from recent high + red candle,1.16275,2.0,10.0,21.0,1.16247,1.16265,1.16222,1.16265,2026-06-04 12:49:00+03:00,LOSS,-18.0,2,False
3114,2026-06-04 12:57:00+03:00,2026-06-04,Fast Reversal,SELL,Drop 27.0 moves from recent high + red candle,1.16284,2.0,18.5,15.0,1.16256,1.16274,1.16231,1.16274,2026-06-04 13:02:00+03:00,LOSS,-18.0,5,False
3119,2026-06-04 13:02:00+03:00,2026-06-04,Fast Reversal,BUY,Rise 24.5 moves from recent low + green candle,1.16249,1.0,8.5,15.5,1.16274,1.16256,1.16299,1.16299,2026-06-04 13:05:00+03:00,WIN,25.0,3,False
3126,2026-06-04 13:09:00+03:00,2026-06-04,Fast Reversal,BUY,Rise 32.0 moves from recent low + green candle,1.16253,4.0,8.0,11.0,1.16287,1.16269,1.16312,1.16269,2026-06-04 13:22:00+03:00,LOSS,-18.0,13,False
3131,2026-06-04 13:14:00+03:00,2026-06-04,Fast Reversal,BUY,Rise 25.5 moves from recent low + green candle,1.16272,3.0,8.5,13.5,1.16299,1.16281,1.16324,1.16281,2026-06-04 13:20:00+03:00,LOSS,-18.0,6,False
3139,2026-06-04 13:22:00+03:00,2026-06-04,Fast Reversal,SELL,Drop 41.0 moves from recent high + red candle,1.16304,5.0,13.0,39.0,1.16261,1.16279,1.16236,1.16279,2026-06-04 13:25:00+03:00,LOSS,-18.0,3,False
3144,2026-06-04 13:27:00+03:00,2026-06-04,Fast Reversal,BUY,Rise 23.5 moves from recent low + green candle,1.16259,3.0,9.5,18.5,1.16284,1.16266,1.16309,1.16309,2026-06-04 13:34:00+03:00,WIN,25.0,7,False
3151,2026-06-04 13:34:00+03:00,2026-06-04,Fast Impulse Breakout,BUY,Break above 20m high + 28.0 moves impulse,1.16304,2.0,12.0,28.0,1.16315,1.16297,1.1634,1.16297,2026-06-04 13:50:00+03:00,LOSS,-18.0,16,False
3156,2026-06-04 13:39:00+03:00,2026-06-04,Fast Reversal,BUY,Rise 48.0 moves from recent low + green candle,1.16281,4.0,10.0,16.5,1.16331,1.16313,1.16356,1.16313,2026-06-04 13:40:00+03:00,LOSS,-18.0,1,False
3166,2026-06-04 13:49:00+03:00,2026-06-04,Fast Reversal,SELL,Drop 28.5 moves from recent high + red candle,1.16341,4.0,13.5,11.5,1.1631,1.16328,1.16285,1.16285,2026-06-04 13:51:00+03:00,WIN,25.0,2,False
3172,2026-06-04 13:55:00+03:00,2026-06-04,Fast Reversal,BUY,Rise 32.0 moves from recent low + green candle,1.16278,3.0,13.0,14.5,1.16312,1.16294,1.16337,1.16337,2026-06-04 14:02:00+03:00,WIN,25.0,7,False
3177,2026-06-04 14:00:00+03:00,2026-06-04,Fast Reversal,BUY,Rise 39.5 moves from recent low + green candle,1.16278,4.0,13.0,9.0,1.1632,1.16302,1.16345,1.16345,2026-06-04 14:03:00+03:00,WIN,25.0,3,False
3186,2026-06-04 14:09:00+03:00,2026-06-04,Fast Reversal,BUY,Rise 51.0 moves from recent low + green candle,1.16303,5.0,15.0,7.0,1.16356,1.16338,1.16381,1.16381,2026-06-04 14:17:00+03:00,WIN,25.0,8,False
3193,2026-06-04 14:16:00+03:00,2026-06-04,Fast Reversal,BUY,Rise 49.0 moves from recent low + green candle,1.16326,1.0,13.0,15.0,1.16376,1.16358,1.16401,1.16401,2026-06-04 14:23:00+03:00,WIN,25.0,7,False
3199,2026-06-04 14:22:00+03:00,2026-06-04,Fast Reversal,BUY,Rise 48.0 moves from recent low + green candle,1.1635,4.0,11.0,10.5,1.164,1.16382,1.16425,1.16425,2026-06-04 14:25:00+03:00,WIN,25.0,3,False
3204,2026-06-04 14:27:00+03:00,2026-06-04,Fast Reversal,SELL,Drop 33.5 moves from recent high + red candle,1.16435,3.0,15.0,3.0,1.164,1.16418,1.16375,1.16375,2026-06-04 14:32:00+03:00,WIN,25.0,5,False
3216,2026-06-04 14:39:00+03:00,2026-06-04,Fast Reversal,BUY,Rise 31.0 moves from recent low + green candle,1.1637,4.0,14.0,18.5,1.16403,1.16385,1.16428,1.16428,2026-06-04 14:44:00+03:00,WIN,25.0,5,False
3221,2026-06-04 14:44:00+03:00,2026-06-04,Fast Impulse Breakout,BUY,Break above 20m high + 37.5 moves impulse,1.16435,4.0,30.0,37.5,1.16441,1.16423,1.16466,1.16423,2026-06-04 14:48:00+03:00,LOSS,-18.0,4,False
3226,2026-06-04 14:49:00+03:00,2026-06-04,Fast Reversal,BUY,Rise 52.5 moves from recent low + green candle,1.16387,5.0,25.0,1.0,1.16442,1.16424,1.16467,1.16424,2026-06-04 14:55:00+03:00,LOSS,-18.0,6,False
3232,2026-06-04 14:55:00+03:00,2026-06-04,Fast Reversal,SELL,Drop 24.5 moves from recent high + red candle,1.16451,2.0,10.0,15.5,1.16425,1.16443,1.164,1.16443,2026-06-04 15:00:00+03:00,LOSS,-18.0,5,False
3237,2026-06-04 15:00:00+03:00,2026-06-04,Fast Reversal,BUY,Rise 22.0 moves from recent low + green candle,1.16411,4.0,16.0,5.5,1.16435,1.16417,1.1646,1.16417,2026-06-04 15:04:00+03:00,LOSS,-18.0,4,False
3242,2026-06-04 15:05:00+03:00,2026-06-04,Fast Impulse Breakout,SELL,Break below 20m low + 30.5 moves impulse,1.16409,2.0,11.5,30.5,1.16401,1.16419,1.16376,1.16419,2026-06-04 15:06:00+03:00,LOSS,-18.0,1,False
3248,2026-06-04 15:11:00+03:00,2026-06-04,Fast Impulse Breakout,SELL,Break below 20m low + 64.0 moves impulse,1.16386,5.0,50.5,64.0,1.16353,1.16371,1.16328,1.16371,2026-06-04 15:12:00+03:00,LOSS,-18.0,1,False
3253,2026-06-04 15:16:00+03:00,2026-06-04,Fast Reversal,BUY,Rise 44.0 moves from recent low + green candle,1.16345,2.0,17.5,31.5,1.1639,1.16372,1.16415,1.16372,2026-06-04 15:19:00+03:00,LOSS,-18.0,3,False
3260,2026-06-04 15:23:00+03:00,2026-06-04,Fast Reversal,BUY,Rise 27.5 moves from recent low + green candle,1.16368,3.0,14.0,18.0,1.16397,1.16379,1.16422,1.16379,2026-06-04 15:25:00+03:00,LOSS,-18.0,2,False
3268,2026-06-04 15:31:00+03:00,2026-06-04,Fast Reversal,BUY,Rise 42.0 moves from recent low + green candle,1.16369,2.0,14.5,18.0,1.16412,1.16394,1.16437,1.16394,2026-06-04 15:40:00+03:00,LOSS,-18.0,9,False
3282,2026-06-04 15:45:00+03:00,2026-06-04,Fast Reversal,SELL,Drop 23.0 moves from recent high + red candle,1.16413,1.0,9.0,3.0,1.1639,1.16408,1.16365,1.16408,2026-06-04 15:49:00+03:00,LOSS,-18.0,4,False
3287,2026-06-04 15:50:00+03:00,2026-06-04,Fast Reversal,BUY,Rise 30.5 moves from recent low + green candle,1.16382,4.0,9.0,22.0,1.16414,1.16396,1.16439,1.16396,2026-06-04 15:58:00+03:00,LOSS,-18.0,8,False
3294,2026-06-04 15:57:00+03:00,2026-06-04,Fast Reversal,SELL,Drop 35.5 moves from recent high + red candle,1.16434,1.0,17.0,9.0,1.16398,1.16416,1.16373,1.16373,2026-06-04 15:59:00+03:00,WIN,25.0,2,False
3300,2026-06-04 16:03:00+03:00,2026-06-04,Fast Reversal,SELL,Drop 73.0 moves from recent high + red candle,1.16434,2.0,20.5,27.0,1.1636,1.16378,1.16335,1.16378,2026-06-04 16:04:00+03:00,LOSS,-18.0,1,False
3307,2026-06-04 16:10:00+03:00,2026-06-04,Fast Reversal,SELL,Drop 31.5 moves from recent high + red candle,1.16399,2.0,18.5,20.5,1.16367,1.16385,1.16342,1.16342,2026-06-04 16:26:00+03:00,WIN,25.0,16,False
3313,2026-06-04 16:16:00+03:00,2026-06-04,Fast Reversal,BUY,Rise 22.0 moves from recent low + green candle,1.16341,4.0,13.0,2.0,1.16365,1.16347,1.1639,1.16347,2026-06-04 16:26:00+03:00,LOSS,-18.0,10,False
3322,2026-06-04 16:25:00+03:00,2026-06-04,Fast Reversal,SELL,Drop 28.0 moves from recent high + red candle,1.16379,4.0,10.5,23.0,1.16349,1.16367,1.16324,1.16367,2026-06-04 16:29:00+03:00,LOSS,-18.0,4,False
3328,2026-06-04 16:31:00+03:00,2026-06-04,Fast Reversal,SELL,Drop 25.0 moves from recent high + red candle,1.16379,2.0,9.0,12.5,1.16353,1.16371,1.16328,1.16371,2026-06-04 16:33:00+03:00,LOSS,-18.0,2,False
3339,2026-06-04 16:42:00+03:00,2026-06-04,Fast Reversal,SELL,Drop 23.5 moves from recent high + red candle,1.16388,5.0,9.0,7.0,1.16362,1.1638,1.16337,1.1638,2026-06-04 16:44:00+03:00,LOSS,-18.0,2,False
3346,2026-06-04 16:49:00+03:00,2026-06-04,Fast Reversal,BUY,Rise 31.5 moves from recent low + green candle,1.16359,3.0,15.0,4.5,1.16392,1.16374,1.16417,1.16374,2026-06-04 16:51:00+03:00,LOSS,-18.0,2,False
3356,2026-06-04 16:59:00+03:00,2026-06-04,Fast Reversal,SELL,Drop 29.0 moves from recent high + red candle,1.1639,4.0,10.5,8.0,1.16359,1.16377,1.16334,1.16377,2026-06-04 17:00:00+03:00,LOSS,-18.0,1,False
3361,2026-06-04 17:04:00+03:00,2026-06-04,Fast Impulse Breakout,SELL,Break below 20m low + 22.0 moves impulse,1.16351,1.0,13.5,22.0,1.16338,1.16356,1.16313,1.16332,2026-06-04 17:24:00+03:00,WIN,6.0,20,False
3387,2026-06-04 17:30:00+03:00,2026-06-04,Fast Impulse Breakout,SELL,Break below 20m low + 29.0 moves impulse,1.16313,4.0,11.5,29.0,1.16302,1.1632,1.16277,1.1632,2026-06-04 17:42:00+03:00,LOSS,-18.0,12,False
3399,2026-06-04 17:42:00+03:00,2026-06-04,Fast Reversal,BUY,Rise 33.0 moves from recent low + green candle,1.16292,4.0,14.5,31.5,1.16327,1.16309,1.16352,1.16309,2026-06-04 17:44:00+03:00,LOSS,-18.0,2,False
3404,2026-06-04 17:47:00+03:00,2026-06-04,Fast Reversal,SELL,Drop 31.0 moves from recent high + red candle,1.16329,2.0,11.5,27.5,1.16297,1.16315,1.16272,1.16315,2026-06-04 17:50:00+03:00,LOSS,-18.0,3,False
3412,2026-06-04 17:55:00+03:00,2026-06-04,Fast Reversal,BUY,Rise 34.5 moves from recent low + green candle,1.16295,2.0,20.5,19.0,1.1633,1.16312,1.16355,1.16312,2026-06-04 17:57:00+03:00,LOSS,-18.0,2,False
3418,2026-06-04 18:01:00+03:00,2026-06-04,Fast Impulse Breakout,SELL,Break below 20m low + 29.0 moves impulse,1.16295,5.0,14.0,29.0,1.16288,1.16306,1.16263,1.16306,2026-06-04 18:03:00+03:00,LOSS,-18.0,2,False
3423,2026-06-04 18:06:00+03:00,2026-06-04,Fast Impulse Breakout,SELL,Break below 20m low + 29.0 moves impulse,1.16273,2.0,13.5,29.0,1.1626,1.16278,1.16235,1.16278,2026-06-04 18:09:00+03:00,LOSS,-18.0,3,False
3430,2026-06-04 18:13:00+03:00,2026-06-04,Fast Impulse Breakout,SELL,Break below 20m low + 35.0 moves impulse,1.16244,2.0,24.0,35.0,1.16237,1.16255,1.16212,1.16255,2026-06-04 18:16:00+03:00,LOSS,-18.0,3,False
3435,2026-06-04 18:18:00+03:00,2026-06-04,Fast Reversal,SELL,Drop 36.0 moves from recent high + red candle,1.16281,1.0,14.0,6.0,1.16244,1.16262,1.16219,1.16262,2026-06-04 18:36:00+03:00,LOSS,-18.0,18,False
3442,2026-06-04 18:25:00+03:00,2026-06-04,Fast Reversal,SELL,Drop 24.5 moves from recent high + red candle,1.16264,2.0,11.0,1.5,1.16239,1.16257,1.16214,1.16257,2026-06-04 18:32:00+03:00,LOSS,-18.0,7,False
3448,2026-06-04 18:31:00+03:00,2026-06-04,Fast Reversal,BUY,Rise 29.0 moves from recent low + green candle,1.16225,2.0,8.0,18.0,1.16255,1.16237,1.1628,1.16237,2026-06-04 18:44:00+03:00,LOSS,-18.0,13,False
3453,2026-06-04 18:36:00+03:00,2026-06-04,Fast Reversal,BUY,Rise 36.0 moves from recent low + green candle,1.16225,4.0,11.5,6.0,1.16263,1.16245,1.16288,1.16245,2026-06-04 18:41:00+03:00,LOSS,-18.0,5,False
3467,2026-06-04 18:50:00+03:00,2026-06-04,Fast Reversal,BUY,Rise 34.5 moves from recent low + green candle,1.16228,4.0,15.5,13.0,1.16264,1.16246,1.16289,1.16289,2026-06-04 18:56:00+03:00,WIN,25.0,6,False
3472,2026-06-04 18:55:00+03:00,2026-06-04,Fast Reversal,BUY,Rise 38.0 moves from recent low + green candle,1.16239,4.0,9.0,14.5,1.16279,1.16261,1.16304,1.1627,2026-06-04 19:15:00+03:00,LOSS,-9.0,20,False
3494,2026-06-04 19:17:00+03:00,2026-06-04,Fast Reversal,BUY,Rise 31.0 moves from recent low + green candle,1.16264,2.0,16.5,22.5,1.16296,1.16278,1.16321,1.16278,2026-06-04 19:20:00+03:00,LOSS,-18.0,3,False
3511,2026-06-04 19:34:00+03:00,2026-06-04,Fast Reversal,SELL,Drop 24.5 moves from recent high + red candle,1.1629,2.0,9.5,17.0,1.16264,1.16282,1.16239,1.16243,2026-06-04 19:54:00+03:00,WIN,21.0,20,False
3516,2026-06-04 19:39:00+03:00,2026-06-04,Fast Reversal,SELL,Drop 23.0 moves from recent high + red candle,1.16289,4.0,8.5,1.5,1.16264,1.16282,1.16239,1.16239,2026-06-04 19:58:00+03:00,WIN,25.0,19,False
3522,2026-06-04 19:45:00+03:00,2026-06-04,Fast Reversal,SELL,Drop 27.0 moves from recent high + red candle,1.16276,3.0,14.0,18.0,1.16248,1.16266,1.16223,1.16236,2026-06-04 20:05:00+03:00,WIN,12.0,20,False
3530,2026-06-04 19:53:00+03:00,2026-06-04,Fast Reversal,SELL,Drop 27.0 moves from recent high + red candle,1.16266,2.0,11.5,12.0,1.16238,1.16256,1.16213,1.16213,2026-06-04 20:12:00+03:00,WIN,25.0,19,False
3549,2026-06-04 20:12:00+03:00,2026-06-04,Fast Reversal,SELL,Drop 25.0 moves from recent high + red candle,1.16236,2.0,10.0,13.5,1.1621,1.16228,1.16185,1.16215,2026-06-04 20:32:00+03:00,LOSS,-5.0,20,False
3597,2026-06-04 21:00:00+03:00,2026-06-04,Fast Reversal,BUY,Rise 26.5 moves from recent low + green candle,1.16195,2.0,15.0,18.5,1.16223,1.16205,1.16248,1.16205,2026-06-04 21:04:00+03:00,LOSS,-18.0,4,False
3606,2026-06-04 21:09:00+03:00,2026-06-04,Fast Reversal,SELL,Drop 23.5 moves from recent high + red candle,1.16225,3.0,10.0,7.0,1.162,1.16218,1.16175,1.16175,2026-06-04 21:29:00+03:00,WIN,25.0,20,False
3625,2026-06-04 21:28:00+03:00,2026-06-04,Fast Reversal,SELL,Drop 25.5 moves from recent high + red candle,1.16201,2.0,10.0,14.5,1.16174,1.16192,1.16149,1.16175,2026-06-04 21:48:00+03:00,LOSS,-1.0,20,False
3630,2026-06-04 21:33:00+03:00,2026-06-04,Fast Reversal,SELL,Drop 37.5 moves from recent high + red candle,1.16193,2.0,9.5,19.5,1.16154,1.16172,1.16129,1.16172,2026-06-04 21:39:00+03:00,LOSS,-18.0,6,False
3636,2026-06-04 21:39:00+03:00,2026-06-04,Fast Reversal,BUY,Rise 24.5 moves from recent low + green candle,1.16151,4.0,12.5,14.0,1.16177,1.16159,1.16202,1.16159,2026-06-04 21:44:00+03:00,LOSS,-18.0,5,False
3649,2026-06-04 21:52:00+03:00,2026-06-04,Fast Impulse Breakout,SELL,Break below 20m low + 25.5 moves impulse,1.16151,2.0,8.0,25.5,1.16147,1.16165,1.16122,1.16122,2026-06-04 22:10:00+03:00,WIN,25.0,18,False
3657,2026-06-04 22:00:00+03:00,2026-06-04,Fast Reversal,BUY,Rise 28.5 moves from recent low + green candle,1.16133,1.0,11.5,23.0,1.16162,1.16144,1.16187,1.16144,2026-06-04 22:03:00+03:00,LOSS,-18.0,3,False
3664,2026-06-04 22:07:00+03:00,2026-06-04,Fast Impulse Breakout,SELL,Break below 20m low + 28.0 moves impulse,1.16133,4.0,9.5,28.0,1.16124,1.16142,1.16099,1.16125,2026-06-04 22:27:00+03:00,LOSS,-1.0,20,False
3742,2026-06-04 23:25:00+03:00,2026-06-04,Fast Reversal,SELL,Drop 24.0 moves from recent high + red candle,1.16114,5.0,8.5,24.0,1.16087,1.16105,1.16062,1.16105,2026-06-04 23:42:00+03:00,LOSS,-18.0,16,False
3777,2026-06-05 03:02:00+03:00,2026-06-05,Fast Reversal,BUY,Rise 27.0 moves from recent low + green candle,1.16101,5.0,11.5,16.5,1.16131,1.16113,1.16156,1.16113,2026-06-05 03:14:00+03:00,LOSS,-18.0,12,False
3860,2026-06-05 04:25:00+03:00,2026-06-05,Fast Reversal,SELL,Drop 26.0 moves from recent high + red candle,1.16129,5.0,11.5,18.5,1.16101,1.16119,1.16076,1.16119,2026-06-05 04:28:00+03:00,LOSS,-18.0,3,False
3866,2026-06-05 04:31:00+03:00,2026-06-05,Fast Reversal,BUY,Rise 33.5 moves from recent low + green candle,1.16098,5.0,14.0,29.0,1.16134,1.16116,1.16159,1.16116,2026-06-05 04:39:00+03:00,LOSS,-18.0,8,False
3895,2026-06-05 05:00:00+03:00,2026-06-05,Fast Reversal,SELL,Drop 24.0 moves from recent high + red candle,1.1615,2.0,12.0,22.5,1.16125,1.16143,1.161,1.16143,2026-06-05 05:03:00+03:00,LOSS,-18.0,3,False
4106,2026-06-05 08:31:00+03:00,2026-06-05,Fast Reversal,BUY,Rise 28.5 moves from recent low + green candle,1.16153,6.0,9.5,19.5,1.16184,1.16166,1.16209,1.16166,2026-06-05 08:43:00+03:00,LOSS,-18.0,12,False
4114,2026-06-05 08:39:00+03:00,2026-06-05,Fast Reversal,SELL,Drop 22.5 moves from recent high + red candle,1.16194,3.0,9.5,11.0,1.1617,1.16188,1.16145,1.16159,2026-06-05 08:59:00+03:00,WIN,11.0,20,False
4132,2026-06-05 08:57:00+03:00,2026-06-05,Fast Reversal,SELL,Drop 25.5 moves from recent high + red candle,1.16181,4.0,13.0,20.0,1.16154,1.16172,1.16129,1.16141,2026-06-05 09:17:00+03:00,WIN,13.0,20,False
4138,2026-06-05 09:03:00+03:00,2026-06-05,Fast Reversal,SELL,Drop 43.5 moves from recent high + red candle,1.16181,3.0,8.5,18.0,1.16136,1.16154,1.16111,1.16154,2026-06-05 09:14:00+03:00,LOSS,-18.0,11,False
4152,2026-06-05 09:17:00+03:00,2026-06-05,Fast Reversal,SELL,Drop 22.0 moves from recent high + red candle,1.16161,4.0,9.0,1.5,1.16137,1.16155,1.16112,1.16155,2026-06-05 09:21:00+03:00,LOSS,-18.0,4,False
4162,2026-06-05 09:27:00+03:00,2026-06-05,Fast Impulse Breakout,BUY,Break above 20m high + 22.5 moves impulse,1.16167,2.0,11.0,22.5,1.16173,1.16155,1.16198,1.16198,2026-06-05 09:34:00+03:00,WIN,25.0,7,False
4171,2026-06-05 09:36:00+03:00,2026-06-05,Fast Reversal,BUY,Rise 46.5 moves from recent low + green candle,1.16161,3.0,9.5,20.0,1.16209,1.16191,1.16234,1.16191,2026-06-05 09:51:00+03:00,LOSS,-18.0,15,False
